,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
591,592,03-17,16:15:27.305,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
592,593,03-17,16:15:27.305,2626,2808,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
593,594,03-17,16:15:27.628,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
594,595,03-17,16:15:27.828,1702,2107,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E147,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>
595,596,03-17,16:15:27.829,1702,27365,D,ActivityManager,cleanUpApplicationRecord -- 13094,E36,cleanUpApplicationRecord -- <*>
596,597,03-17,16:15:27.830,1702,27365,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 13094, restart: false",E37,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
597,598,03-17,16:15:28.099,2626,8682,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
598,599,03-17,16:15:28.100,2626,8682,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation ret:<*>
599,600,03-17,16:15:28.488,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
600,601,03-17,16:15:28.790,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
601,602,03-17,16:15:29.091,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
602,603,03-17,16:15:29.091,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
603,604,03-17,16:15:29.392,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
604,605,03-17,16:15:29.694,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
605,606,03-17,16:15:29.995,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
606,607,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
607,608,03-17,16:15:30.599,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
608,609,03-17,16:15:30.902,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
609,610,03-17,16:15:30.903,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
610,611,03-17,16:15:30.903,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
611,612,03-17,16:15:31.202,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
612,613,03-17,16:15:32.289,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
613,614,03-17,16:15:33.396,1702,2558,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
614,615,03-17,16:15:33.398,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
615,616,03-17,16:15:33.424,1702,1702,I,NotificationManager,enqueueNotificationInternal: n.getKey = 0|com.tencent.mobileqq|121|null|10111,E44,enqueueNotificationInternal: n.getKey = <*>
616,617,03-17,16:15:33.427,1702,1702,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false",E160,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?false"
617,618,03-17,16:15:33.438,2227,2227,I,PhoneStatusBar,addNotification key=0|com.tencent.mobileqq|121|null|10111,E17,addNotification key=<*>|<*>|<*>|<*>|<*>
618,619,03-17,16:15:33.524,2227,2227,I,PanelView,mHeadsUpExistenceChangedRunnable,E81,mHeadsUpExistenceChangedRunnable
619,620,03-17,16:15:33.527,2227,2227,D,PhoneStatusBar,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,E43,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >
620,621,03-17,16:15:33.527,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide
621,622,03-17,16:15:33.530,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=1, active=1",E163,"updateNotificationShade: total=<*>, active=<*>"
622,623,03-17,16:15:33.530,1702,2113,I,NotificationManager,Marking notification as seen 0|com.tencent.mobileqq|121|null|10111,E80,Marking notification as seen <*>|<*>|<*>|<*>|<*>
623,624,03-17,16:15:33.533,1702,17621,I,NotificationManager,onNotificationExpansionChanged called,E90,onNotificationExpansionChanged called
624,625,03-17,16:15:33.652,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-497.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
625,626,03-17,16:15:34.294,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-497.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
626,627,03-17,16:15:34.294,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:<*>
627,628,03-17,16:15:34.297,2227,2318,I,PhoneStatusBar,logNotificationVisibilityChanges runInThread start,E77,logNotificationVisibilityChanges runInThread start
628,629,03-17,16:15:34.299,2227,2318,I,PhoneStatusBar,logNotificationVisibilityChanges runInThread over,E76,logNotificationVisibilityChanges runInThread over
629,630,03-17,16:15:35.413,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
630,631,03-17,16:15:35.414,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
631,632,03-17,16:15:36.842,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261961476, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
632,633,03-17,16:15:36.912,3714,3714,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
633,634,03-17,16:15:36.921,1702,2113,I,ActivityManager,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.example.android.notepad/.NotePadActivity bnds=[8,820][184,1011]} from uid 10057 on display 0",E139,START u0 {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>
634,635,03-17,16:15:36.922,1702,2113,I,ActivityManager,"ActivityRecord info: ActivityInfo{f39182 com.example.android.notepad.NotePadActivity}, euid: 0",E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>"
635,636,03-17,16:15:36.937,1702,2113,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10020}, uid=1000, pid=1702",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
636,637,03-17,16:15:37.077,1702,14638,I,WindowManager,The change in focus caused us to need to do a layout begin,E150,The change in focus caused us to need to do a layout begin
637,638,03-17,16:15:37.077,1702,14638,I,WindowManager,The change in focus caused us to need to do a layout end,E151,The change in focus caused us to need to do a layout end
638,639,03-17,16:15:37.078,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=80000608 mask=ffffffff oldVal=c0000700 newVal=80000608 diff=40000108 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
639,640,03-17,16:15:37.079,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide
640,641,03-17,16:15:37.079,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x80000608, SystemUiVisibility=0x80000608",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
641,642,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=<*> }"
642,643,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
643,644,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",E135,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
644,645,03-17,16:15:37.138,1702,10454,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",E133,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }"
645,646,03-17,16:15:37.138,1702,10454,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46",E55,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
646,647,03-17,16:15:37.153,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=<*> }"
647,648,03-17,16:15:37.153,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
648,649,03-17,16:15:37.153,1702,2639,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},E56,getRecentTasks: topActivity=ComponentInfo{<*>}
649,650,03-17,16:15:37.178,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide
650,651,03-17,16:15:37.178,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
651,652,03-17,16:15:37.191,1702,8289,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
652,653,03-17,16:15:37.191,1702,8289,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
653,654,03-17,16:15:39.216,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
654,655,03-17,16:15:39.228,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=1, active=1",E163,"updateNotificationShade: total=<*>, active=<*>"
655,656,03-17,16:15:39.228,2227,2227,I,PhoneStatusBar,removeNotificationChildren,E112,removeNotificationChildren
656,657,03-17,16:15:39.249,2227,2227,I,StackScrollAlgorithm,"overlapAmount:164.0, previousNotificationEnd:0.0, newYTranslation:-164.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-497",E97,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
657,658,03-17,16:15:39.249,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:148, i:0",E145,"state.clipTopAmount:<*>, i:<*>"
658,659,03-17,16:15:39.249,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-497.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
659,660,03-17,16:15:39.444,1702,2618,D,WindowManager,"ACTIVITY check resid: com.example.android.notepad, size=0",E14,"ACTIVITY check resid: <*>, size=<*>"
660,661,03-17,16:15:39.552,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=1, active=1",E163,"updateNotificationShade: total=<*>, active=<*>"
661,662,03-17,16:15:39.589,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-553.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
662,663,03-17,16:15:39.589,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,E157,updateDimmedActivatedHideSensitive overlap:<*>
663,664,03-17,16:15:39.598,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
664,665,03-17,16:15:39.598,2227,2227,I,PanelView,instantCollapse,E66,instantCollapse
665,666,03-17,16:15:39.598,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
666,667,03-17,16:15:39.598,2227,2227,I,PanelView,closeQs,E39,closeQs
667,668,03-17,16:15:39.603,2227,2318,I,PhoneStatusBar,logNotificationVisibilityChanges runInThread over,E76,logNotificationVisibilityChanges runInThread over
668,669,03-17,16:15:39.709,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:<*>
669,670,03-17,16:15:42.379,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261967011, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
670,671,03-17,16:15:43.641,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
671,672,03-17,16:15:43.695,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
672,673,03-17,16:15:44.296,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
673,674,03-17,16:15:45.342,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
674,675,03-17,16:15:45.342,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
675,676,03-17,16:15:45.944,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
676,677,03-17,16:15:46.246,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
677,678,03-17,16:15:46.398,19609,19609,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
678,679,03-17,16:15:47.410,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000000 mask=ffffffff oldVal=40000600 newVal=40000000 diff=600 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
679,680,03-17,16:15:47.410,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000000, SystemUiVisibility=0x40000000",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
680,681,03-17,16:15:47.425,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000000 newVal=40000600 diff=600 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
681,682,03-17,16:15:47.518,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261972153, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
682,683,03-17,16:15:47.518,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
683,684,03-17,16:15:47.521,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide
684,685,03-17,16:15:47.525,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261972159, event=1, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
685,686,03-17,16:15:47.526,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
686,687,03-17,16:15:47.589,1702,3697,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>"
687,688,03-17,16:15:47.590,2227,2318,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
688,689,03-17,16:15:47.622,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false",E18,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
689,690,03-17,16:15:47.625,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
690,691,03-17,16:15:47.625,2227,2227,I,PanelView,closeQs,E39,closeQs
691,692,03-17,16:15:47.669,1702,2105,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
